"category","target","path","sizeKB","modified"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\pkief.material-icon-theme-5.37.0\icons\folder-gitea-workflows-open.clone.svg","0.4","2026-07-19 08:24"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\pkief.material-icon-theme-5.37.0\icons\github-actions-workflow.svg","0.4","2026-07-19 08:24"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\teamsdevapp.ms-teams-vscode-extension-6.12.0\skills\microsoft-365-agents-toolkit\docs\workflows.md","14.4","2026-07-14 20:18"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\teamsdevapp.ms-teams-vscode-extension-6.12.0\skills\microsoft-365-agents-toolkit\experts\bridge\workflow.composable-platform-ts.md","13.7","2026-07-14 20:18"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\teamsdevapp.ms-teams-vscode-extension-6.12.0\skills\microsoft-365-agents-toolkit\experts\bridge\workflows-automation-ts.md","14.3","2026-07-14 20:18"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\teamsdevapp.ms-teams-vscode-extension-6.12.0\skills\microsoft-365-agents-toolkit\experts\slack\workflow.slack-automations-ts.md","10.2","2026-07-14 20:18"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\teamsdevapp.ms-teams-vscode-extension-6.12.0\skills\microsoft-365-agents-toolkit\experts\teams\workflow.approvals-inline-ts.md","12.4","2026-07-14 20:18"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\teamsdevapp.ms-teams-vscode-extension-6.12.0\skills\microsoft-365-agents-toolkit\experts\teams\workflow.message-native-records-ts.md","10.6","2026-07-14 20:18"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\teamsdevapp.ms-teams-vscode-extension-6.12.0\skills\microsoft-365-agents-toolkit\experts\teams\workflow.sharepoint-lists-ts.md","9","2026-07-14 20:18"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\teamsdevapp.ms-teams-vscode-extension-6.12.0\skills\microsoft-365-agents-toolkit\experts\teams\workflow.state-driven-events-ts.md","12.2","2026-07-14 20:18"
"loose-name","WORKFLOW","C:\Users\gamer\.vscode-insiders\extensions\teamsdevapp.ms-teams-vscode-extension-6.12.0\skills\microsoft-365-agents-toolkit\experts\teams\workflow.triggers-compose-ts.md","10.3","2026-07-14 20:18"
"loose-name","WORKFLOW","C:\Users\gamer\AppData\Local\Microsoft\Edge\User Data\Default\Extensions\fcoeoabgfenejglbffodgkkbkcdhcgfn\1.0.81_0\assets\record-workflow-hero-CjmRJsCN.png","41.3","2026-07-16 11:56"
"loose-name","WORKFLOW","C:\Users\gamer\AppData\Local\Temp\e75a171f-6668-4832-b8ae-4ea1491b1760_maestro.zip.760\maestro\Songwriting_Rap_Workflow_v1.txt","4.7","2026-06-29 09:02"
"loose-name","WORKFLOW","C:\Users\gamer\AppData\Roaming\anythingllm-desktop\storage\direct-uploads\Songwriting_Rap_Workflow_v1.txt-923028cd-ce2b-4061-baf5-c04348550964.json","5.4","2025-11-03 18:14"
"loose-name","WORKFLOW","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\skills-plugin\ff0896d5-42dd-41bb-93df-3b545a95ac9b\2f105316-0343-494b-b221-117831308e11\skills\replay-backed-build-harvest\references\00_WORKFLOW.md","4.6","2026-07-23 07:09"
"loose-name","WORKFLOW","C:\Users\gamer\Downloads\maestro\maestro\Songwriting_Rap_Workflow_v1.txt","4.7","2026-05-11 21:13"
"loose-name","WORKFLOW","C:\Users\gamer\Downloads\workflow_structure.json","7","2025-11-03 10:19"
"loose-name","WORKFLOW","C:\Users\gamer\Downloads\workflow_visualization.pdf","4.7","2025-11-03 10:19"
"loose-name","WORKFLOW","C:\Users\gamer\OneDrive\backup\dont doubt my workflow.mpcpl","28.7","2023-07-02 12:27"
"loose-name","WORKFLOW","C:\Users\gamer\OneDrive\Imports\mcattawayjr@gmail.com - Google Drive\AI Trap Music Workflow Optimization (1).docx","6083","2025-06-03 23:10"
"loose-name","WORKFLOW","C:\Users\gamer\OneDrive\Imports\mcattawayjr@gmail.com - Google Drive\AI Trap Music Workflow Optimization.docx","6083","2025-05-25 09:45"
"loose-name","WORKFLOW","C:\Users\gamer\OneDrive\Imports\mcattawayjr@gmail.com - Google Drive\AI Trap Music Workflow Optimization_04-06-2025_09_48_06.md","62.4","2025-06-03 23:18"
"loose-name","WORKFLOW","C:\Users\gamer\OneDrive\Imports\mcattawayjr@gmail.com - Google Drive\AI Trap Music Workflow Optimization_04-06-2025_09_49_33.md","62.4","2025-06-03 23:19"
"loose-name","WORKFLOW","C:\Users\gamer\OneDrive\Imports\mcattawayjr@gmail.com - Google Drive\AI Trap Music Workflow Optimization_04-06-2025_09_50_04.md","62.4","2025-06-03 23:20"
"loose-name","WORKFLOW","C:\Users\gamer\OneDrive\Imports\mcattawayjr@gmail.com - Google Drive\AI Trap Music Workflow Optimization_04-06-2025_09_50_36.md","62.4","2025-06-03 23:20"
"loose-name","WORKFLOW","C:\Users\gamer\OneDrive\Music\Suno\v4.5+\CP-20260110-024746_chimera2_backup\chimera2_snapshot_v1\canonical_workflow.md","0.3","2026-01-09 20:48"
"loose-name","WORKFLOW","C:\Users\gamer\OneDrive\Music\Suno\v4.5+\Songwriting_Rap_Workflow_v1.txt","4.7","2025-08-26 20:26"
"loose-name","WORKFLOW","D:\Downloads\Cloud\OneDrive - Western Governors University\Documents\WindowsPowerShell\Modules\PnP.PowerShell\1.8.0\Core\Microsoft.SharePoint.Client.WorkflowServices.dll","50.9","2021-09-13 19:19"
"loose-name","WORKFLOW","D:\Downloads\Cloud\OneDrive - Western Governors University\Documents\WindowsPowerShell\Modules\PnP.PowerShell\1.8.0\Framework\Microsoft.SharePoint.Client.WorkflowServices.dll","50.9","2021-09-13 19:19"
"loose-name","WORKFLOW","D:\HYDRA 2.0D PRO\deep_seek_project_ledger_meta_prompt_workflow_protocol_gpt_5.md","6","2025-11-11 04:03"
"loose-name","WORKFLOW","D:\iTunes Media\Multimedia\iCloud Drive Archive\New folder (2)\src\project\devcontainer\caf-terraform-landingzones\caf_launchpad\documentation\img\launchpad_workflow.png","39.2","2021-08-06 11:02"
"loose-name","WORKFLOW","D:\Maestro\maestro-on-mosaic\artifacts\E-scatter\maestro\Songwriting_Rap_Workflow_v1.txt","4.7","2026-05-11 21:13"
"loose-name","WORKFLOW","D:\Maestro\maestro-on-mosaic\artifacts\HYDRA\deep_seek_project_ledger_meta_prompt_workflow_protocol_gpt_5.md","6","2025-11-11 04:03"
"loose-name","WORKFLOW","D:\Maestro\v4.5+\CP-20260110-024746_chimera2_backup\chimera2_snapshot_v1\canonical_workflow.md","0.3","2026-01-09 20:48"
"loose-name","WORKFLOW","D:\Maestro\v4.5+\Songwriting_Rap_Workflow_v1.txt","4.7","2025-08-26 20:26"
"loose-name","WORKFLOW","D:\maestro-on-mosaic\artifacts\E-scatter\maestro\Songwriting_Rap_Workflow_v1.txt","4.7","2026-06-18 20:09"
"loose-name","WORKFLOW","D:\maestro-on-mosaic\artifacts\HYDRA\deep_seek_project_ledger_meta_prompt_workflow_protocol_gpt_5.md","6","2026-06-18 20:09"
"loose-name","WORKFLOW","D:\source\geek-cookbook-premix-master\.github\workflows\create_role_workflow.sh","0.2","2021-02-11 15:40"
"loose-name","WORKFLOW","D:\source\geek-cookbook-premix-master\geek-cookbook-premix-master\.github\workflows\create_role_workflow.sh","0.2","2021-02-11 16:40"
"loose-name","WORKFLOW","D:\source\midori\files\chromadb\docs\cip\assets\CIP-10112023_Authorization_Workflow.png","5477.9","2024-09-30 04:05"
"python","fold_*.py","C:\Users\gamer\AppData\Local\Temp\claude\--wsl-localhost-ubuntu-home-wsl-projects-rebirth\4abffa73-200f-4157-a2a0-ec831b9943a3\scratchpad\upload\maestro-forensic-transcript\python\fold_laminate_v0_1.py","17.7","2026-07-20 18:56"
"python","fold_*.py","C:\Users\gamer\AppData\Local\Temp\claude\--wsl-localhost-ubuntu-home-wsl-projects-rebirth\4abffa73-200f-4157-a2a0-ec831b9943a3\scratchpad\v11\maestro-forensic-transcript-v1.1\python\fold_laminate_v0_1.py","17.7","2026-07-18 22:58"
"python","fold_*.py","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\skills-plugin\ff0896d5-42dd-41bb-93df-3b545a95ac9b\2f105316-0343-494b-b221-117831308e11\skills\maestro-forensic-transcript\python\fold_laminate_v0_1.py","17.7","2026-07-21 01:04"
"python","fold_*.py","D:\maestro-on-mosaic\.claude\skills\maestro-forensic-transcript\python\fold_laminate_v0_1.py","17.7","2026-07-20 19:02"
"python","fold_*.py","D:\maestro-on-mosaic\code\forensic-pipeline\python\fold_laminate_v0_1.py","17.7","2026-06-19 09:05"
"python","parse_*.py","C:\Users\gamer\AppData\Local\Temp\claude\--wsl-localhost-ubuntu-home-wsl-projects-rebirth\4abffa73-200f-4157-a2a0-ec831b9943a3\scratchpad\upload\maestro-forensic-transcript\python\parse_transcript_v0_2.py","6.8","2026-07-20 18:56"
"python","parse_*.py","C:\Users\gamer\AppData\Local\Temp\claude\--wsl-localhost-ubuntu-home-wsl-projects-rebirth\4abffa73-200f-4157-a2a0-ec831b9943a3\scratchpad\v11\maestro-forensic-transcript-v1.1\python\parse_transcript_v0_2.py","6.8","2026-07-18 23:02"
"python","parse_*.py","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\skills-plugin\ff0896d5-42dd-41bb-93df-3b545a95ac9b\2f105316-0343-494b-b221-117831308e11\skills\maestro-forensic-transcript\python\parse_transcript_v0_2.py","6.8","2026-07-21 01:04"
"python","parse_*.py","D:\maestro-on-mosaic\.claude\skills\maestro-forensic-transcript\python\parse_transcript_v0_2.py","6.8","2026-07-20 19:02"
"python","parse_*.py","D:\maestro-on-mosaic\code\forensic-pipeline\python\parse_role_repair_v0_5.py","1.7","2026-07-21 01:52"
"python","phantom*.py","C:\Users\gamer\AppData\Local\Temp\claude\--wsl-localhost-ubuntu-home-wsl-projects-rebirth\4abffa73-200f-4157-a2a0-ec831b9943a3\scratchpad\upload\maestro-forensic-transcript\python\phantom_detect_v0_1.py","2","2026-07-20 18:56"
"python","phantom*.py","C:\Users\gamer\AppData\Local\Temp\claude\--wsl-localhost-ubuntu-home-wsl-projects-rebirth\4abffa73-200f-4157-a2a0-ec831b9943a3\scratchpad\v11\maestro-forensic-transcript-v1.1\python\phantom_detect_v0_1.py","2","2026-07-18 23:03"
"python","phantom*.py","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\skills-plugin\ff0896d5-42dd-41bb-93df-3b545a95ac9b\2f105316-0343-494b-b221-117831308e11\skills\maestro-forensic-transcript\python\phantom_detect_v0_1.py","2","2026-07-21 01:04"
"python","phantom*.py","D:\maestro-on-mosaic\.claude\skills\maestro-forensic-transcript\python\phantom_detect_v0_1.py","2","2026-07-20 19:02"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\05498766-6b99-4f21-b40e-31fc87c83d9f_maestro-ai-music-system-main.zip.d9f\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-07-16 18:03"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\0f02cfbb-3515-4212-8733-8a2d1b68868f_maestro-ai-music-system-main.zip.68f\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\1597c832-25fc-40d2-8e8c-217a15fa2ddb_maestro-ai-music-system-main.zip.ddb\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\1a12de04-2c65-4bc9-a6d4-ceb6f285c470_maestro-ai-music-system-main.zip.470\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\24ba706e-c9ca-4952-aac4-93e1c7bd93b5_maestro-ai-music-system-main.zip.3b5\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\2bda3ea2-df5d-44cf-852b-dabf06080bcf_maestro-ai-music-system-main.zip.bcf\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\319f47ff-8b0c-4310-b96d-5471904acb5c_maestro-ai-music-system-main.zip.b5c\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\359b5084-7dc4-4d0d-91ef-f607b079fbc3_maestro-ai-music-system-main.zip.bc3\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\48513355-dac7-4f9c-8263-e97c9aab6ecf_maestro-ai-music-system-main.zip.ecf\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\5a001c31-85bb-45cb-9e5e-702c963997bf_maestro-ai-music-system-main.zip.7bf\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\5d7af7c4-5356-4097-b889-b3d56a3f4093_maestro-ai-music-system-main.zip.093\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\62d309f0-92b7-4ab4-9f1d-edd814996466_maestro-ai-music-system-main.zip.466\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-05-20 22:02"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\6574b344-a739-4737-b7c1-40506803b980_maestro-ai-music-system-main.zip.980\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-06-29 12:36"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\6dc87933-ba79-4c34-98d7-307fa69960e6_maestro-ai-music-system-main.zip.0e6\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\80419fe4-02b8-48d8-982d-348d81026594_maestro-ai-music-system-main.zip.594\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\88461e76-7025-4a91-8837-214777b90ec6_maestro-ai-music-system-main.zip.ec6\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-05-20 21:21"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\9c32f21f-ef6f-4063-a4b0-259e30fbd2ba_maestro-ai-music-system-main.zip.2ba\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-07-17 01:11"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\ba36b97a-9d6c-4299-b58a-efaa1c93be40_maestro-ai-music-system-main.zip.e40\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\be817823-503c-4498-9d43-d5eacbb53113_maestro-ai-music-system-main.zip.113\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-07-16 14:16"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\c93a44a6-00e0-46c9-be24-bc9f63a1db71_maestro-ai-music-system-main.zip.b71\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-07-16 21:16"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\c98c3506-3f5f-4568-ae59-fb217327be1d_maestro-ai-music-system-main.zip.e1d\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\claude\--wsl-localhost-ubuntu-home-wsl-projects-rebirth\4abffa73-200f-4157-a2a0-ec831b9943a3\scratchpad\maestro-forensic-transcript_claude-ai-upload_2026-07-20.zip","70.4","2026-07-20 18:58"
"zip","*forensic*.zip","C:\Users\gamer\AppData\Local\Temp\ed1f355e-668f-43db-8515-fca1c0ed8faf_maestro-ai-music-system-main.zip.faf\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-04-17 20:27"
"zip","*forensic*.zip","D:\Maestro\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-05-19 21:33"
"zip","*forensic*.zip","D:\Maestro\maestro-on-mosaic\code\D-Maestro\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-05-19 21:33"
"zip","*forensic*.zip","D:\maestro-on-mosaic\_PROVENANCE\skill_v1_1\maestro-forensic-transcript_v1.1_ATP_2026-07-19.zip","73","2026-07-18 23:06"
"zip","*forensic*.zip","D:\maestro-on-mosaic\_PROVENANCE\skill_v1_1\upload_build_2026-07-20\maestro-forensic-transcript_claude-ai-upload_2026-07-20.zip","70.4","2026-07-20 19:02"
"zip","*forensic*.zip","D:\maestro-on-mosaic\code\D-Maestro\maestro-ai-music-system-main\maestro_forensic_export.zip","1.3","2026-06-18 20:08"
"zip","*skill*.zip","C:\Users\gamer\Downloads\design-router-skill.zip","12.3","2026-07-26 02:20"
"zip","*skill*.zip","C:\Users\gamer\Downloads\fabric studio orchestrator (fork skill).zip","19.4","2026-07-23 06:34"
"zip","*skill*.zip","C:\Users\gamer\Downloads\intent compiler skill.zip","3.5","2026-07-22 12:36"
"zip","*skill*.zip","C:\Users\gamer\Downloads\intent compiler skill-1.1.zip","3.5","2026-07-24 15:02"
"zip","*skill*.zip","C:\Users\gamer\Downloads\momoney-skill-demo.zip","1272.5","2026-07-13 21:11"
"zip","*skill*.zip","C:\Users\gamer\Downloads\momoney-studios-design-skill.zip","93.7","2026-07-12 10:47"
"zip","*skill*.zip","C:\Users\gamer\Downloads\skill_archive.zip","3.5","2026-07-24 14:57"
"zip","*skill*.zip","D:\Maestro\archive\maestro miner skill.zip","4.4","2026-05-25 13:55"
"zip","*skill*.zip","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\archive\maestro miner skill.zip","4.4","2026-05-25 13:55"
"zip","*skill*.zip","D:\maestro-on-mosaic\artifacts\D-Maestro\archive\maestro miner skill.zip","4.4","2026-06-18 20:09"
"zip","*transcript*.zip","C:\Users\gamer\Downloads\Transcripts for Project+ Videos.zip","160.1","2022-10-17 12:34"
"zip","*transcript*.zip","D:\source\Transcripts for Network+ Videos.zip","2126.3","2021-10-13 11:17"
